Band,Album,Genre,Image URL,Spotify URL,Bandcamp URL,Bandcamp Image URL
We Are The Empty,THE DESERT,alternative metal / alternative rock / metal,https://i.scdn.co/image/ab67616d0000b2739da71443ff90f271d4867354,https://open.spotify.com/album/5TRyO99VoE8GSOhFJy5jVe,https://wearetheempty.bandcamp.com/album/we-are-the-empty,https://f4.bcbits.com/img/a4145894950_7.jpg
I-Exist,Consciousness,alternative metal / electronic / alternative rock,https://i.scdn.co/image/ab67616d0000b273673cccd33baa305d69f3ff18,https://open.spotify.com/album/5cCuTZxJiNhEKkIn4Hk41t,https://iexistband.bandcamp.com/album/humanity-vol-iv,https://f4.bcbits.com/img/a0633011288_7.jpg
Twelve Foot Ninja,Mutant Dreams and Face Transplants: An Acoustic Experience,alternative metal / experimental / Progressive metal,https://i.scdn.co/image/ab67616d0000b273a1805a31adb8dbe57dd3592f,https://open.spotify.com/album/4lJa4BPNw84RTHWKPvKVBt,https://twelvefootninja.bandcamp.com/album/outlier,https://f4.bcbits.com/img/a3930376987_7.jpg
Viza,Live Trabendo,alternative metal / folk rock,https://i.scdn.co/image/ab67616d0000b27352338b129a77b8426a014a62,https://open.spotify.com/album/6RuEfVoBWnf5qXsxY35e2S,https://viza27.bandcamp.com/album/disorder-ep,https://f4.bcbits.com/img/a3942960523_7.jpg
Tremonti,The End Will Show Us How,alternative metal / hard rock / metal,https://i.scdn.co/image/ab67616d0000b273cf16dd0662d88255cdd3bd57,https://open.spotify.com/album/0tQNVwSxVYCwaEa8HfHCd4,Not found,Not found
Helmet,Move On,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b273ea4f031b9f4eaee758db0d70,https://open.spotify.com/album/5l1YqRO0Fq2WxIpX0G0lgh,Not found,Not found
Helmet,Left,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b273d5532c724d2ebbd61f74dab8,https://open.spotify.com/album/4ejmUTypA9eTi4kAGNH9nL,Not found,Not found
Helmet,Live and Rare,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b2731fab7826b447d5c86adc3c53,https://open.spotify.com/album/23LB0tzYvazXNVnYL1OZbo,Not found,Not found
Helmet,Dead to the World,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b27369c1d1b34fd5a984bd63a41c,https://open.spotify.com/album/0ntWTKVclNImxOTIOaDPx2,Not found,Not found
Helmet,Seeing Eye Dog,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b27395e81750a2724019d6f4238d,https://open.spotify.com/album/59dAspZDf4LjLpQ4OKVVz4,Not found,Not found
Helmet,Monochrome,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b273e9d5216e78fbef476f1e3b85,https://open.spotify.com/album/7nAzdiAzeT0xO2g2zq0Pdx,Not found,Not found
Helmet,Aftertaste,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b273c1d03017250903380d43a8c8,https://open.spotify.com/album/1JdPCcQirTIcxXIDIQZtUQ,Not found,Not found
Helmet,Betty,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b273f9cbf0cd40391d985b2af57b,https://open.spotify.com/album/3RmEvRS56AW6bkVihyMK0q,Not found,Not found
Helmet,Born Annoying,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b27378275f17414f151fb1b83393,https://open.spotify.com/album/2RRCXyVc668SLUzXLhRG8X,Not found,Not found
Helmet,Strap It On,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b273b1b7b5273b10403c94053eb3,https://open.spotify.com/album/4qx48hhn0A2Xqbv5E9drWl,Not found,Not found
Helmet,Meantime,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b27393e84f299b0c963cc8d8acca,https://open.spotify.com/album/0U7asaf4jS8EORTjHEWNcJ,Not found,Not found
Helmet,Big Shot,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b273ec600a6ceedbd1ee8c635d1b,https://open.spotify.com/album/4NLWZfEJ14ZKa9kgQqAe1K,Not found,Not found
Helmet,Gun Fluf,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b273e6d082a352fc53ae62aacfbd,https://open.spotify.com/album/2TRMF7MNoh6fZn4HFa0X5Y,Not found,Not found
Helmet,Holiday,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b2734ade0ef9a018a3de27e8e598,https://open.spotify.com/album/3vpPVavr1AP4hRv9ZCg1p1,Not found,Not found
Helmet,In The Ditch,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b27397939155f095442cf9e046fa,https://open.spotify.com/album/27ji5XzdGZlx942trjqMxx,Not found,Not found
Helmet,Bad News,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b273095fcfeb58ad98b291965004,https://open.spotify.com/album/2FdM0gkBkPauH1jUe8ltSs,Not found,Not found
Helmet,Born Annoying 7 Inch,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b2735d067d19b1744e016a58ced3,https://open.spotify.com/album/3bJ23qfV68TAwydUHDxtN9,Not found,Not found
Helmet,Unsung: The Best Of Helmet 1991-1997,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b273c3b7a924ac617276f3201839,https://open.spotify.com/album/4bIeWZAXDv7oiFftbioHIO,Not found,Not found
Helmet,The Crow Original Motion Picture Soundtrack,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b27308d27bfc2ff1a7b11b66c65c,https://open.spotify.com/album/3y7Mwv7UqhABQqsGlzSL6n,Not found,Not found
Helmet,Judgment Night,alternative metal / metal / hardcore,https://i.scdn.co/image/ab67616d0000b2732adb9dec717ac6f5e2cf09ac,https://open.spotify.com/album/1qwrbuNLtDcuj2myhuESlh,Not found,Not found
Nothingface,Nothingface,alternative metal / Nu Metal / metal,https://i.scdn.co/image/ab67616d0000b27397d5eb1b94b9a9637c013a07,https://open.spotify.com/album/3zjLsRKjZpVYrjYCtSYOWZ,https://store.playtheassassin.com/album/nothingface-s-t,https://f4.bcbits.com/img/a0924491951_7.jpg
Islander,Grammy Nominated,alternative metal / Nu Metal / Progressive,https://i.scdn.co/image/ab67616d0000b2732f88c4b203e4e9893e3c7ecd,https://open.spotify.com/album/2hUA9AuYQnNHVPdju70z25,https://mowbird.bandcamp.com/album/islander,https://f4.bcbits.com/img/a3578529631_7.jpg
Grimzlee,A Tale Quite Grim (Sped Up and Slowed Down),alternative metal / Nu Metal / zxc,https://i.scdn.co/image/ab67616d0000b27362787e8f794831b289fee97b,https://open.spotify.com/album/7fXW1bQfDIDKvaL3pOQiU8,https://grimzlee.bandcamp.com/album/a-tale-quite-grim,https://f4.bcbits.com/img/a4199706604_7.jpg
Faith No More,No Explanation (Live),alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b2731f32e51960fe8b3ea9111c8f,https://open.spotify.com/album/046k6aFOA3rSyw49fEOQaG,Not found,Not found
Faith No More,Gathered In Their Masses (Live 1990),alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273a4bb9aac1ffb49bde9c2aeb8,https://open.spotify.com/album/4pC2plSJAzzmFg8ewatzyc,Not found,Not found
Faith No More,Sol Invictus,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b27358753103366fdf9da7ffb2a6,https://open.spotify.com/album/5qp9HbqfqVZNRa0ZCApASw,Not found,Not found
Faith No More,Album of the Year,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b27382ef5dc6908a18f23f64ecb9,https://open.spotify.com/album/15eiCGvldXlDbIz9ZQLmw6,Not found,Not found
Faith No More,Album of the Year (2016 Remaster; Deluxe Edition),alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273464b3661ebe755ff3117c7e8,https://open.spotify.com/album/42uSfP4HXXGZn6kE3dZadO,Not found,Not found
Faith No More,"King for a Day, Fool for a Lifetime",alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b2739f3275c4cce1a239d37a7024,https://open.spotify.com/album/198GsVgwHgoas39b8TcPYp,Not found,Not found
Faith No More,"King for a Day, Fool for a Lifetime (2016 Remaster; Deluxe Edition)",alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273946c16fc82f444d332a7ebdb,https://open.spotify.com/album/6KHnSZsn0E2OzcVChd8UUW,Not found,Not found
Faith No More,Angel Dust,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273fba269c78920704d0a3a097d,https://open.spotify.com/album/59GwovfBk0Kp2HJw1G7E5Q,Not found,Not found
Faith No More,Angel Dust (Deluxe Edition),alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b27336842671366bfeb3d7c5f19e,https://open.spotify.com/album/4cg5GrTMewtbntkO84uE2k,Not found,Not found
Faith No More,Live at the Brixton Academy,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273604beca31d5fdffe2a4a99d7,https://open.spotify.com/album/30aiwTsoJlbCIDXqDT947h,Not found,Not found
Faith No More,The Real Thing (Deluxe Edition),alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b2733b0030370756af01d33cf74b,https://open.spotify.com/album/23sbUvPnTPN9UUK3Woi8b1,Not found,Not found
Faith No More,The Real Thing,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273e081ef6de656ee714788ea0d,https://open.spotify.com/album/6LEP3L94jnkqjOxYJWPRP0,Not found,Not found
Faith No More,Introduce Yourself,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273a5821e8f8ec56a5a84725134,https://open.spotify.com/album/0kBy2KA6BuCWveFo88VmMX,Not found,Not found
Faith No More,We Care a Lot (Deluxe Band Edition Remastered),alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b27303001c08ea7a0700d42fe1e5,https://open.spotify.com/album/3udSCTdyARfZASR78cBMMN,Not found,Not found
Faith No More,Motherfucker (Calcitonin Mix),alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273f3aaef8d12f4a88511f09c56,https://open.spotify.com/album/54W52ZvbEkTZ0VxZwyWXQ8,Not found,Not found
Faith No More,Superhero (Battaglia Remix),alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b2739c9ce8d6fe9c085b443a1670,https://open.spotify.com/album/1wCWEYC4OViCReC4j4hxdF,Not found,Not found
Faith No More,Motherfucker (JG Thirlwell Remix),alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b27365838f83f3d70731727ae561,https://open.spotify.com/album/42kNUCS2YcsbhIQFh4PBMq,Not found,Not found
Faith No More,Easy Like Sunday Morning,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273eb76818836168410cc3d5c8d,https://open.spotify.com/album/52kna6kZYYZmfQuYue780B,Not found,Not found
Faith No More,Superhero,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273394a77696f11c6632229562f,https://open.spotify.com/album/4nZvIlg5V4eTHcJTUX6TAh,Not found,Not found
Faith No More,Motherfucker,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b27330cd58893287e5165ccc4981,https://open.spotify.com/album/5UuYihXeFJsNKPf2hLGzmc,Not found,Not found
Jane's Addiction,Alive at Twenty-Five - Ritual De Lo Habitual Live,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273a0ea7bae4629b8e51a3f87b4,https://open.spotify.com/album/6XQRLJZqxADFmJYbDUOpGN,Not found,Not found
Jane's Addiction,Live In NYC,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273bbd889b638e2adbe2c0cb002,https://open.spotify.com/album/6vh6Upe0uvW0K508yuvITl,Not found,Not found
Jane's Addiction,The Great Escape Artist,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b27321bb0145d554f5d2fa12bbb9,https://open.spotify.com/album/0mqzGqI1ZDOWkr7we7Uard,Not found,Not found
Jane's Addiction,A Cabinet of Curiosities,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273720c982c9553bdcef64a1c59,https://open.spotify.com/album/3OruSfm0NBmUPhwTafdktT,Not found,Not found
Jane's Addiction,Strays,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273d3645a33fd3a839d113f97bd,https://open.spotify.com/album/1Zyw4sk27JmiSQjD4gXszk,Not found,Not found
Jane's Addiction,Kettle Whistle,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b27373876fba322d8b84a948d01c,https://open.spotify.com/album/2N0n31aYPEwQGUQxNvhfMw,Not found,Not found
Jane's Addiction,Lollapalooza 1991,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273e3d7673637a3f814be4a61f2,https://open.spotify.com/album/5FIIteWEGd8ax3TiCRL8m6,Not found,Not found
Jane's Addiction,Ritual De Lo Habitual,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b27380c8257f3e17780ea2a4bab0,https://open.spotify.com/album/2Jkbi83HTSfqEd0CBdYwpU,Not found,Not found
Jane's Addiction,"Live - Tipitina's, New Orleans, La 16 Jan '89 (Remastered)",alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273060252b0915d8e9c7405b728,https://open.spotify.com/album/1fJFB4Ep3Ew7DnqJL7SWMq,Not found,Not found
Jane's Addiction,Nothing's Shocking,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b2738765ac8eae3b054a1750419d,https://open.spotify.com/album/4DVBJPJyizvHfJQt5pYaCa,Not found,Not found
Jane's Addiction,Jane's Addiction (Live),alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273410e5853eb19d2f67eaea562,https://open.spotify.com/album/28ap5k3SX3zdEztr89gPJa,Not found,Not found
Jane's Addiction,True Love,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b27327f35cc2ac6faebb0f893463,https://open.spotify.com/album/38LLML1wkkJh8Z3590UmyF,Not found,Not found
Jane's Addiction,Imminent Redemption,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b2735fc8b33c61b0f4743bc0936c,https://open.spotify.com/album/1jezAfCTEWx7jbda6iUxAi,Not found,Not found
Jane's Addiction,"Under The Ceilings (Live, Los Angeles '86)",alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b2733526e3ae884714783e0c3a14,https://open.spotify.com/album/6TEDOAdYbhJmSnNWleJvkR,Not found,Not found
Jane's Addiction,Irresistible Force (Mindless Faith Remix),alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b2735381fb9514d061dca1e72dd1,https://open.spotify.com/album/0tP0FnHuBApCFnEHF3w15z,Not found,Not found
Jane's Addiction,So What! - EP,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273815954bde58a880e2162fd04,https://open.spotify.com/album/2Q2pbBhjbxwecoqcZTIJdR,Not found,Not found
Jane's Addiction,Up from the Catacombs: The Best of Jane's Addiction,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273f8126a8fba90af7e636a888b,https://open.spotify.com/album/1yHjzdrnVBPzPRD8CTk5xz,Not found,Not found
Jane's Addiction,Rock,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b27308587d7b774881e79f96b655,https://open.spotify.com/album/5ZNIZY6Dg9sC04xsJEBx0o,Not found,Not found
Jane's Addiction,Rock Classics: The Collection,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273a933ceae66d87b5a31c27306,https://open.spotify.com/album/2rCOHp3M5acILf4aMq7yjM,Not found,Not found
Jane's Addiction,Que vienen los Grunges!,alternative rock / rock / alternative,https://i.scdn.co/image/ab67616d0000b273b4830329eb69f515d8f3c26a,https://open.spotify.com/album/73tHIG0GTUgtm5we8B3YI6,Not found,Not found
Chaos Control,Lost In Time,ambient / idm / electronic,https://i.scdn.co/image/ab67616d0000b2731f0272ac4b727d2ed300597c,https://open.spotify.com/album/02bDO0RIe1wglzvYJCTCQK,Not found,Not found
W?druj?cy Wiatr,Zorzysta Staje O?ma,atmospheric black metal,https://i.scdn.co/image/ab67616d0000b2731e476100ad6cc07cdf3bd374,https://open.spotify.com/album/5jgxWJ79noaLvZWhEazyDo,https://beverina.bandcamp.com/album/w-druj-cy-wiatr-tam-gdzie-miesi-c-op-akuje-wit-lp-2018,https://f4.bcbits.com/img/a2876378116_7.jpg
WÄdrujÄcy Wiatr,Zorzysta Staje OÄma,atmospheric black metal,https://i.scdn.co/image/ab67616d0000b2731e476100ad6cc07cdf3bd374,https://open.spotify.com/album/5jgxWJ79noaLvZWhEazyDo,https://beverina.bandcamp.com/album/w-druj-cy-wiatr-tam-gdzie-miesi-c-op-akuje-wit-lp-2018,https://f4.bcbits.com/img/a2876378116_7.jpg
Spire,Limbo (feat. Dorothy),atmospheric black metal / black metal / ambient black metal,https://i.scdn.co/image/ab67616d0000b2731b4c358a8763b2b467f13b9d,https://open.spotify.com/album/4iaOY497MerR65NW4FkPJv,https://sspiree.bandcamp.com/album/spire-ep,https://f4.bcbits.com/img/a4018572856_7.jpg
Ashbringer,We Came Here to Grieve,atmospheric black metal / black metal / american,https://i.scdn.co/image/ab67616d0000b2731b533612530145a54a5ed938,https://open.spotify.com/album/6GjWASCw1XVRDM9Z93ncqh,https://ashbringermusic.bandcamp.com/album/y-gen,https://f4.bcbits.com/img/a1731290445_7.jpg
Alda,For ø,atmospheric black metal / black metal / Cascadian Black Metal,https://i.scdn.co/image/ab67616d0000b273db0476e0deb13c4624ed13f2,https://open.spotify.com/album/72xfSQ8yhgSdR6bl9FeD8K,https://alda-band.bandcamp.com/album/passage,https://f4.bcbits.com/img/a2505097141_7.jpg
Sojourner,Premonitions,atmospheric black metal / black metal / epic black metal,https://i.scdn.co/image/ab67616d0000b2739ab4af4cc0c8546e71c0c124,https://open.spotify.com/album/1gQVGrM3icLDTMJm5x9f8V,https://sojournermetal.bandcamp.com/album/empires-of-ash,https://f4.bcbits.com/img/a0681834603_7.jpg
Almyrkvi,Almyrkvi / The Ruins of Beverast Split,atmospheric black metal / black metal / iceland,https://i.scdn.co/image/ab67616d0000b27355bb60f9f2aa2eb860bd3115,https://open.spotify.com/album/4sfIsqytKQtfyGQxTsQcFy,https://almyrkvi.bandcamp.com/album/umbra,https://f4.bcbits.com/img/a2660311428_7.jpg
Bloodbark,Sacred Sound Of Solitude,atmospheric black metal / black metal / Post-Black Metal,https://i.scdn.co/image/ab67616d0000b273a74c0cf828e07343c262af73,https://open.spotify.com/album/6SGP9Kh7ej2dhDpeD3nI0R,Not found,Not found
Cistvaen,At Light's Demise,atmospheric black metal / black metal / ukbm,https://i.scdn.co/image/ab67616d0000b27362ba48bf14fdcb45b0348495,https://open.spotify.com/album/7gs8vTMXtiEDI7N7vEOdB7,Not found,Not found
Unreqvited,Beautiful Ghosts,atmospheric black metal / Post-Black Metal / black metal,https://i.scdn.co/image/ab67616d0000b2733292fc872c621cf106a33a6c,https://open.spotify.com/album/5dWysqp0RNJmFey3Jstsr4,https://unreqvited.bandcamp.com/album/mosaic-i,https://f4.bcbits.com/img/a2924461642_7.jpg
Solefald,World Metal. Kosmopolis Sud,Avant-garde Metal / black metal / Post-Black Metal,https://i.scdn.co/image/ab67616d0000b27326c6570f7d6121ef2f4de06c,https://open.spotify.com/album/6ZWc9aDmCmMgMg4LEOSupU,https://solefald.bandcamp.com/album/norron-livskunst,https://f4.bcbits.com/img/a3609354651_7.jpg
Kekal,Autonomy,Avant-garde Metal / black metal / Progressive metal,https://i.scdn.co/image/ab67616d0000b273d66bc04c6bbe2ea8a7d91f4e,https://open.spotify.com/album/0lAvxOP1mbPOlvtiWxGX0d,https://kekal.bandcamp.com/album/multilateral,https://f4.bcbits.com/img/a3076391597_7.jpg
Gire,Tutto Sbagliato,Avant-garde Metal / hungarian / industrial metal,https://i.scdn.co/image/ab67616d0000b2738adccad93ae60131a7b437f4,https://open.spotify.com/album/4seWrtjuRC3rXDmPRMfdgy,https://gire.bandcamp.com/album/gire,https://f4.bcbits.com/img/a1469976472_7.jpg
Strommoussheld,Halfdecadance,Avant-garde Metal / industrial / polish,https://i.scdn.co/image/ab67616d0000b2730c82108c898284faecd7f7bf,https://open.spotify.com/album/0IzMGEAARADSkmhfv8V1gP,https://strommoussheld.bandcamp.com/album/connective-tissue,https://f4.bcbits.com/img/a0185295039_7.jpg
Pyrithe,Monuments to Impermanence,Avant-garde Metal / Sludge / sludge metal,https://i.scdn.co/image/ab67616d0000b2731809d3156c5c1ad3f5a03675,https://open.spotify.com/album/2be5sZS5GnDnpAMsjWhh1t,https://pyrithe.bandcamp.com/album/wrct,https://f4.bcbits.com/img/a3551499569_7.jpg
Here And Beyond,Echoes Of The Past,black metal,https://i.scdn.co/image/ab67616d0000b273a59033b74f40d4ba42af1cd6,https://open.spotify.com/album/6ndCrIQNPrN1c2owxrpNAk,Not found,Not found
Hermóðr,One Of The Wild,black metal,https://i.scdn.co/image/ab67616d0000b27347a2add0f771dbe196bec837,https://open.spotify.com/album/5WChc03uYZ71WlHCrhbJbY,Not found,Not found
Voidhra,Only Cold Winds Will Carry My Name,black metal,https://i.scdn.co/image/ab67616d0000b2736eeb17b0eaba97e8a868b846,https://open.spotify.com/album/4xLYqr1Y6fZn9UZhpXygiP,Not found,Not found
Order Of Nosferat,Towards The Nightrealm Of Orlok,black metal / ambient black metal / dungeon synth,https://i.scdn.co/image/ab67616d0000b273e5cca76e21d74729a2cc0984,https://open.spotify.com/album/3BCQUnPOQmpqSEE5f4r2qY,Not found,Not found
Lord Agheros,Anhedonia,black metal / ambient black metal / Gothic Metal,https://i.scdn.co/image/ab67616d0000b2733a1ea392cef68acc606c6eb1,https://open.spotify.com/album/4hwHxaF7CYnqa7wFZujpN3,Not found,Not found
Lumnos,Na Santa Paz Da Aurora,black metal / atmospheric black metal / ambient black metal,https://i.scdn.co/image/ab67616d0000b2733777607405d97e5727c9e5d4,https://open.spotify.com/album/3GMuC4JK3A0Upw3SgUlGYc,Not found,Not found
Ande,De Schemering Van Werelden,black metal / atmospheric black metal / Belgium,https://i.scdn.co/image/ab67616d0000b273d7337be2f8ac21e3c9db6234,https://open.spotify.com/album/0RlS2SYjDtErgNmuuPpiki,Not found,Not found
Sacred Son,Grief Commodity,black metal / atmospheric black metal / england,https://i.scdn.co/image/ab67616d0000b273c971053a7db6a2afb7a3c3b5,https://open.spotify.com/album/0v2YgHkxyHI8EKM9dI9KoM,Not found,Not found
Summoning,Stronghold,black metal / atmospheric black metal / epic black metal,https://i.scdn.co/image/ab67616d0000b2734e95de3b3fd3c0d9cfa0e82f,https://open.spotify.com/album/7aCBTtQ6vYkY0IzdyynAXO,Not found,Not found
Kuusuo,Curse Still Lingers On,black metal / atmospheric black metal / Finnish Black Metal,https://i.scdn.co/image/ab67616d0000b273bdaa9d7cd161e4c21dec909d,https://open.spotify.com/album/2cuhoeBcCwmB37OkWzfbMQ,Not found,Not found
Selvans,Saturnalia,black metal / atmospheric black metal / Folk Black Metal,https://i.scdn.co/image/ab67616d0000b273fea96b05d4bb7a5ddc8c50be,https://open.spotify.com/album/1JCmP4FBrcsqJCRFDnGd7e,Not found,Not found
Schattenfall,"Oh Wind, Mein Bruder",black metal / atmospheric black metal / german,https://i.scdn.co/image/ab67616d0000b2739a7abbdc0c582d01e111322e,https://open.spotify.com/album/2cZCuDSby5fA3WCqMTkoFd,Not found,Not found
Northward,Northward,black metal / atmospheric black metal / hard rock,https://i.scdn.co/image/ab67616d0000b2732224f8b29c3856daf0ab52b6,https://open.spotify.com/album/0zoD4nFYeoayciIFbACbJY,https://northward.bandcamp.com/album/northward,https://f4.bcbits.com/img/a1470706613_7.jpg
Hesperia,Fra Li Monti Sibillini (Black Medieval Winter Over The Sibylline Mounts),black metal / atmospheric black metal / italian black metal,https://i.scdn.co/image/ab67616d0000b273e5c637a73a964fe665b9a9cc,https://open.spotify.com/album/0u4BoGz01RzgmB83eqwGpX,Not found,Not found
Harvst,Mahlstrom,black metal / atmospheric black metal / melodic black metal,https://i.scdn.co/image/ab67616d0000b27317889317f1c1014baafe26e3,https://open.spotify.com/album/4p4YSgdpiZ8WogcjFnRxrW,Not found,Not found
Blackbraid,Blackbraid II,black metal / atmospheric black metal / native american black metal,https://i.scdn.co/image/ab67616d0000b2733f375ec32b041b6de3957d4a,https://open.spotify.com/album/5CEfuHULnZDi68wT8mABle,Not found,Not found
Blackbraid,Blackbraid I,black metal / atmospheric black metal / native american black metal,https://i.scdn.co/image/ab67616d0000b2732225e43932a3ab5262165f3e,https://open.spotify.com/album/4QIrLGsFHl9Q6WxajyQSH6,Not found,Not found
Blackbraid,Warriors,black metal / atmospheric black metal / native american black metal,https://i.scdn.co/image/ab67616d0000b273d6441593e04bda2eeb237de9,https://open.spotify.com/album/44jACnNIfVokGagIDSNJrv,Not found,Not found
Blackbraid,The Spirit Returns,black metal / atmospheric black metal / native american black metal,https://i.scdn.co/image/ab67616d0000b2732293454552a45d6a93d66235,https://open.spotify.com/album/64DwAtGwZiCHy1TLopdL2e,Not found,Not found
Blackbraid,Moss Covered Bones on the Altar of the Moon,black metal / atmospheric black metal / native american black metal,https://i.scdn.co/image/ab67616d0000b2734987c94fc6c482d353ff9bd3,https://open.spotify.com/album/3roLrZFABeRPIVKWvntYZU,Not found,Not found
Blackbraid,The River of Time Flows Through Me,black metal / atmospheric black metal / native american black metal,https://i.scdn.co/image/ab67616d0000b273d8d4633e08b53aa109f859dc,https://open.spotify.com/album/3qP2iJbvnSRBpqvcPwiAhI,Not found,Not found
Blackbraid,Barefoot Ghost Dance on Blood Soaked Soil,black metal / atmospheric black metal / native american black metal,https://i.scdn.co/image/ab67616d0000b273eaaed672aad20bd4d45e8029,https://open.spotify.com/album/7knMgbskKB5JzfF29ri1lm,Not found,Not found
The Great Old Ones,Kadath,black metal / atmospheric black metal / Post-Black Metal,https://i.scdn.co/image/ab67616d0000b273ffd14e7e2028c52c46d1e376,https://open.spotify.com/album/2Ek9iZN9Tec0cJSNsdQEdf,Not found,Not found
Blazemth,Gehenna,black metal / atmospheric black metal / spanish black metal,https://i.scdn.co/image/ab67616d0000b2736ae9cb1ba45c770b27fbde34,https://open.spotify.com/album/5afMYT1ZURW8PSNGm9khXq,Not found,Not found
Faidra,Dies Irae,black metal / atmospheric black metal / swedish black metal,https://i.scdn.co/image/ab67616d0000b27327911380d0628f753b3addad,https://open.spotify.com/album/2XWhOXhX1yoK227bvaVKzJ,Not found,Not found
Scitalis,Maledictum,black metal / atmospheric black metal / swedish black metal,https://i.scdn.co/image/ab67616d0000b273cd61edea63420df4f30aa12d,https://open.spotify.com/album/0pHsqXgopdkfEKJSBg4hZf,Not found,Not found
Svrm,Ð¡ÐºÐ¾ÑÐ±Ð¾ÑÐ°,black metal / atmospheric black metal / Ukrainian,https://i.scdn.co/image/ab67616d0000b273fb3684ec7541fdb80d122236,https://open.spotify.com/album/315nCW9BvT1XuvJ6HBwSNk,Not found,Not found
Serpentum,The Hilt Of Forking Tongues,black metal / australia / depressive black metal,https://i.scdn.co/image/ab67616d0000b2738f2185d38dd2881844ff14fe,https://open.spotify.com/album/0RrDeVDBmw3eM1hHn5hk2l,Not found,Not found
Imperial Triumphant,Vile Luxury (Redux 1924),black metal / Avant-Garde Black Metal / Avant-garde Metal,https://i.scdn.co/image/ab67616d0000b2739e761766f5175afcdd4acd86,https://open.spotify.com/album/1Ag5pVB5ZmDqkJyrPu0TR2,Not found,Not found
Imperial Triumphant,Spirit Of Ecstasy,black metal / Avant-Garde Black Metal / Avant-garde Metal,https://i.scdn.co/image/ab67616d0000b2737367339728fdf696ab732b45,https://open.spotify.com/album/1ndGwkfVOx1WpPGluiOEl9,Not found,Not found
